,Vin,Year,Mileage,City,State,Make,Model,NumOfYears,EngineCylinders,DisplacementL,DisplacementCI,DisplacementCC,FuelTypePrimary,GVWR,EngineHP,Doors,BodyClass,ModelVIN,PlantCountry,PlantCity,Manufacturer,VehicleType
0,WBXHT3C39H5F68219,2024,20000,,CA,BMW,1,5,4,2,121.9,1997.5831016,Gasoline,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",228,4,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),X1,GERMANY,REGENSBURG,BMW AG,MULTIPURPOSE PASSENGER VEHICLE (MPV)
